date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:15%20GMT	http://20012418.fs1.hubspotusercontent-na1.net/hubfs/20012418/raw_assets/public/garado/images/test-1.png	H:/Bala/mayulonclothing/20012418.fs1.hubspotusercontent-na1.net/hubfs/20012418/raw_assets/public/garado/images/test-1.png	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:50:51	68115/68115	---M--	200	added ('OK')	image/png	etag:%2243fe3a6925d81c5b4cd2bd1d055898a8%22	https://20012418.fs1.hubspotusercontent-na1.net/hubfs/20012418/raw_assets/public/garado/images/test-1.png	H:/Bala/mayulonclothing/20012418.fs1.hubspotusercontent-na1.net/hubfs/20012418/raw_assets/public/garado/images/test-1.png	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:50:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:16%20GMT	http://steelthemes-20012418.hs-sites.com/topic/finance?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/financeef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:50:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:18%20GMT	http://steelthemes-20012418.hs-sites.com/topic/testing?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/testingef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:50:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:19%20GMT	http://steelthemes-20012418.hs-sites.com/topic/developing?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/developingef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:50:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:21%20GMT	http://steelthemes-20012418.hs-sites.com/topic/landscape?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/landscapeef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:50:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:23%20GMT	http://steelthemes-20012418.hs-sites.com/topic/lawncare?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/lawncareef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:24%20GMT	http://steelthemes-20012418.hs-sites.com/topic/gardening?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/gardeningef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:25%20GMT	http://steelthemes-20012418.hs-sites.com/topic/watering?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/wateringef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:27%20GMT	http://steelthemes-20012418.hs-sites.com/topic/material?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/materialef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:05	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:28%20GMT	http://steelthemes-20012418.hs-sites.com/garado/blog/tree-earth-fowl-given-moveth-deep-lesser-after?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/garado/blog/tree-earth-fowl-given-moveth-deep-lesser-afteref8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:05	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:28%20GMT	http://steelthemes-20012418.hs-sites.com/garado/blog/tree-earth-fowl-given-moveth-deep-lesser-after?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/garado/blog/tree-earth-fowl-given-moveth-deep-lesser-afteref8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:29%20GMT	http://steelthemes-20012418.hs-sites.com/topic/finance?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/financeef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:29%20GMT	http://steelthemes-20012418.hs-sites.com/topic/testing?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/testingef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:29%20GMT	http://steelthemes-20012418.hs-sites.com/topic/developing?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/developingef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:29%20GMT	http://steelthemes-20012418.hs-sites.com/topic/landscape?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/landscapeef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:30%20GMT	http://steelthemes-20012418.hs-sites.com/topic/lawncare?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/lawncareef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:30%20GMT	http://steelthemes-20012418.hs-sites.com/topic/gardening?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/gardeningef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:30%20GMT	http://steelthemes-20012418.hs-sites.com/topic/watering?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/wateringef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:30%20GMT	http://steelthemes-20012418.hs-sites.com/topic/material?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/materialef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:07	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:31%20GMT	http://steelthemes-20012418.hs-sites.com/garado/blog/given-set-was-without-from-god-divide-rule-hath?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/garado/blog/given-set-was-without-from-god-divide-rule-hathef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:07	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:31%20GMT	http://steelthemes-20012418.hs-sites.com/garado/blog/given-set-was-without-from-god-divide-rule-hath?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/garado/blog/given-set-was-without-from-god-divide-rule-hathef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:31%20GMT	http://steelthemes-20012418.hs-sites.com/topic/finance?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/financeef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:31%20GMT	http://steelthemes-20012418.hs-sites.com/topic/testing?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/testingef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:32%20GMT	http://steelthemes-20012418.hs-sites.com/topic/developing?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/developingef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:32%20GMT	http://steelthemes-20012418.hs-sites.com/topic/landscape?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/landscapeef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:32%20GMT	http://steelthemes-20012418.hs-sites.com/topic/lawncare?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/lawncareef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:32%20GMT	http://steelthemes-20012418.hs-sites.com/topic/gardening?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/gardeningef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:33%20GMT	http://steelthemes-20012418.hs-sites.com/topic/watering?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/wateringef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:33%20GMT	http://steelthemes-20012418.hs-sites.com/topic/material?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/topic/materialef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:10	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:33%20GMT	http://steelthemes-20012418.hs-sites.com/garado/blog/a-lesson-in-pant-silhouettes-with-our-design-team?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/garado/blog/a-lesson-in-pant-silhouettes-with-our-design-teamef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:10	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:34%20GMT	http://steelthemes-20012418.hs-sites.com/garado/blog/a-lesson-in-pant-silhouettes-with-our-design-team?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/garado/blog/a-lesson-in-pant-silhouettes-with-our-design-teamef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:10	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:34%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:11	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:34%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:11	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:34%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:11	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:35%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:13	40208/40208	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:36%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado/templates/partials/footer.html	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garado/templates/partials/footer.html	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:13	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:37%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:13	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:37%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:14	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:37%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:14	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:37%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:14	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:38%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:14	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:38%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:15	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:38%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:15	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:39%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:15	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:39%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:16	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:39%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:16	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:39%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:16	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:40%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:16	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:40%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:17	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:40%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:17	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:40%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:17	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:40%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:17	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:41%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:17	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:41%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:18	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:41%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:18	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:41%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:18	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:42%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:18	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:42%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:19	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:42%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:19	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:42%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:19	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:43%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:19	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2007%20Feb%202025%2008:21:43%20GMT	http://steelthemes-20012418.hs-sites.com/en-in/garado?hsLang=en-in	H:/Bala/mayulonclothing/steelthemes-20012418.hs-sites.com/en-in/garadoef8d	(from http://steelthemes-20012418.hs-sites.com/en-in/garado)
13:51:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:44%20GMT	http://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252457/1620409547459/steeltheme-delaware/css/bootstrap.min.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252457/1620409547459/steeltheme-delaware/css/bootstrap.min.min.13c.delayed	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:21	13491/13491	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2007%20Feb%202025%2008:21:44%20GMT	https://kit.fontawesome.com/2c8ec9a343.js	H:/Bala/mayulonclothing/kit.fontawesome.com/2c8ec9a343.js	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:45%20GMT	http://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46697135404/1625289359758/steeltheme-delaware/css/main.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46697135404/1625289359758/steeltheme-delaware/css/main.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:22	155959/155959	---MCZ	200	added ('OK')	text/css	etag:W/%22d30cb90c2bde3546eba406f1a2ec355e%22	https://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252457/1620409547459/steeltheme-delaware/css/bootstrap.min.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252457/1620409547459/steeltheme-delaware/css/bootstrap.min.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:46%20GMT	http://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252455/1620409546591/steeltheme-delaware/css/owl.carousel.min.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252455/1620409546591/steeltheme-delaware/css/owl.carousel.min.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:23	102758/102758	---MCZ	200	added ('OK')	text/css	etag:W/%22de83d09976a9a46c9da9933da0eb8cff%22	https://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46697135404/1625289359758/steeltheme-delaware/css/main.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46697135404/1625289359758/steeltheme-delaware/css/main.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:23	3180/3180	---MCZ	200	added ('OK')	text/css	etag:W/%226629c7addc11eac76636b72e1d62defe%22	https://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252455/1620409546591/steeltheme-delaware/css/owl.carousel.min.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252455/1620409546591/steeltheme-delaware/css/owl.carousel.min.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:47%20GMT	http://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252456/1621313250115/steeltheme-delaware/css/responsive.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252456/1621313250115/steeltheme-delaware/css/responsive.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:47%20GMT	http://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46701419110/1620409546455/steeltheme-delaware/css/jquery.fancybox.min.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46701419110/1620409546455/steeltheme-delaware/css/jquery.fancybox.min.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:24	1280/1280	---MCZ	200	added ('OK')	text/css	etag:W/%223ff9579f99faf7597ef6d8d4f023c5b4%22	https://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252456/1621313250115/steeltheme-delaware/css/responsive.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46702252456/1621313250115/steeltheme-delaware/css/responsive.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:24	12770/12770	---MCZ	200	added ('OK')	text/css	etag:W/%224419c538009ee1f16bfea34731430aad%22	https://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46701419110/1620409546455/steeltheme-delaware/css/jquery.fancybox.min.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46701419110/1620409546455/steeltheme-delaware/css/jquery.fancybox.min.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
13:51:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202025%2008:21:48%20GMT	http://cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46697152334/1621313251161/steeltheme-delaware/css/animate.min.css	H:/Bala/mayulonclothing/cdn2.hubspot.net/hub/20012418/hub_generated/template_assets/46697152334/1621313251161/steeltheme-delaware/css/animate.min.css	(from https://steelthemes-20012418.hs-sites.com/home)
